name,IAUID,ra,dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V
ZTF18acbvgqw,SN2018htt,03:06:02.90,-15:36:41.7,441.75,g,13.9113,-19.07,25.333,10.316,15.017,SN Ia,0.00867,-56.74296387,0.101
ZTF18acbvgry,SN2018hrk,03:08:38.84,-19:46:42.3,422.85,r,18.6484,-19.14,>10.525,>0,>10.525,SN Ia-pec,0.08,-57.79254128,0.082
ZTF18acbvhfl,SN2018hse,03:50:06.26,-11:00:12.3,434.81,r,18.8022,-20.09,71.66,19.779,51.881,SLSN-II,0.13,-45.10193397,0.114
ZTF18acbvpzj,SN2018hsf,02:40:12.78,-19:58:44.8,431.79,r,18.8811,-19.79,>18.97,>8.95,>10.02,SN Ic-BL,0.119,-64.12818671,0.087
ZTF18acbwppb,SN2018htq,21:02:29.66,-06:38:59.4,435.63,g,17.0117,-19.45,23.668,9.93,13.738,SN Ia,0.04,-32.08702143,0.222
ZTF18acbxhui,SN2018hnp,23:44:45.21,-22:30:35.3,426.73,r,18.5591,-18.91,>21.468,15.448,>6.02,SN Ia,0.07,-74.19503932,0.058
ZTF18acbxrdw,SN2018hoz,00:31:30.16,-19:37:23.7,423.74,g,18.4437,-19.20,>11.95,>0,>11.95,SN Ia,0.075,-81.21336419,0.057
ZTF18acbxrrx,SN2018hvl,00:38:22.37,-18:42:47.1,423.74,g,18.2521,-19.53,>9,>0,>9,SN Ia,0.08,-81.0646554,0.055
ZTF18acbxsap,SN2018htn,00:28:57.01,-03:38:35.6,435.77,r,17.9546,-19.86,40.144,19.522,20.622,SN Ia,0.08,-65.90805,0.121
ZTF18acceaem,SN2018hnw,20:14:37.53,-19:21:01.5,431.63,r,17.5813,-18.08,>4.04,>4.04,>0,SN Ib/c,0.028,-26.6944416,0.302
ZTF18acceprh,SN2018jgu,20:41:59.10,-19:08:35.9,427.61,r,18.4228,-17.87,>5.98,>0,>5.98,SN Ia,0.0398,-32.65201104,0.134
ZTF18acchvwh,SN2018icl,00:08:47.58,-03:21:56.1,431.71,g,18.6454,-18.91,>18.11,>6.02,>12.09,SN Ia,0.07,-64.14303437,0.112
ZTF18acchzkf,SN2018iet,00:56:21.62,-02:30:13.5,428.71,g,18.0252,-19.19,22.968,10.432,12.536,SN Ia,0.06,-65.34725358,0.105
ZTF18accndxn,SN2018igt,13:04:28.98,+79:03:02.1,438.06,r,17.1889,-18.61,31.099,7.504,23.595,SN Ia,0.032,38.05789773,0.115
ZTF18accsawg,SN2018ihj,00:49:45.36,-10:09:25.3,447.82,r,18.8086,-19.48,>27.25,18.38,>8.87,SN Ia,0.1,-73.02422045,0.091
ZTF18aceisbk,SN2018ils,23:29:47.33,-03:54:52.1,457.62,g,18.139,-19.12,44.871,23.006,21.865,SN Ia-91T,0.06,-59.68754628,0.144
ZTF18aceynvm,SN2018iqt,10:15:30.15,+37:59:00.0,448.04,r,17.9717,-18.91,25.471,11.277,14.194,SN Ia,0.054,55.68027412,0.039
ZTF18achyqcq,SN2018ins,08:25:45.70,-03:02:53.7,448.0,r,17.288,-19.51,25.615,11.19,14.425,SN Ia,0.05,19.34665793,0.139
ZTF18acnbenl,SN2018itn,11:19:59.81,+61:58:55.0,450.97,g,18.1857,-19.10,23.092,11.705,11.387,SN Ia,0.065,51.97836236,0.021
ZTF18acpefgk,SN2018jes,08:59:46.18,-02:56:32.6,450.98,g,18.9049,-19.56,23.445,9.857,13.588,SN Ia,0.11,26.65927654,0.039
ZTF18acpscso,SN2018iyw,02:07:57.79,-06:05:36.2,456.69,r,18.329,-18.99,33.84,16.474,17.366,SN Ia,0.065,-62.18833161,0.066
ZTF18acpuxuh,SN2018jeb,04:13:55.03,-06:16:36.1,450.9,g,18.6555,-19.76,26.454,9.154,17.3,SN Ia,0.099,-37.67150948,0.185
ZTF18acrflch,SN2018jgy,03:06:59.88,-06:45:14.0,456.75,r,18.3121,-17.34,39.727,14.899,24.828,SN II,0.0286,-51.93267819,0.226
ZTF18acrvakb,SN2018jjs,05:08:03.85,-03:32:58.0,466.82,r,18.1781,-19.71,23.585,13.149,10.436,SN Ia,0.079,-24.54721805,0.236
ZTF18acrygtk,SN2018ktp,13:03:41.18,-11:35:54.2,481.08,r,18.096,-16.71,>30.06,>5.09,>24.97,SN II,0.02,51.15942041,0.158
ZTF18acswtoq,SN2018jao,21:50:11.24,-03:41:32.3,469.63,g,15.7385,-19.80,>10.028,>0,>10.028,SN Ia-91T,0.028,-40.839127,0.105
ZTF18actxcuh,SN2018jgn,00:02:55.88,-26:54:52.2,457.63,g,17.8615,-19.51,>32.286,18.266,>14.02,SN Ia,0.06659,-79.19920678,0.044
ZTF18actxxcx,SN2018jmu,00:44:47.82,-19:37:43.4,457.63,g,18.4299,-19.45,33.206,12.686,20.52,SN Ia,0.084,-82.34756287,0.046
ZTF18acutfne,SN2018kgk,13:49:37.74,-06:06:22.2,477.02,r,17.6684,-18.30,17.061,5.74,11.321,SN Ia,0.035,53.90702273,0.081
ZTF18acvcxnc,SN2018kiz,07:34:56.87,-03:52:39.0,472.93,r,18.372,-18.61,>17.973,9.923,>8.05,SN Ia,0.05,7.85867137,0.36
ZTF18acxwtyx,SN2018khd,08:32:09.17,-10:29:28.3,472.96,g,18.7455,-19.40,>17.963,>2.99,14.973,SN Ia,0.09,16.81497821,0.139
ZTF18acyawjf,SN2018ktc,10:51:46.11,-06:53:08.9,482.02,r,18.9638,-18.52,23.105,10.164,12.941,SN Ia,0.07,45.32935911,0.076
ZTF18aczbkqp,AT2018kle,03:20:22.03,+41:38:33.5,474.62,g,17.8669,-16.34,5.207,1.39,3.817,LBV,0.01250,-13.09360853,0.458
ZTF18aczpgmi,SN2018ldj,01:17:32.68,-14:55:52.5,482.68,r,18.3405,-19.03,>5.014,5.014,>0,SN Ia,0.0671,-76.37386244,0.05
ZTF18adalhga,SN2018lbh,14:23:55.43,-11:21:03.6,482.04,r,18.9786,-17.57,>63.96,>5,>58.96,SN II,0.04257,45.45840627,0.267
ZTF18adbclkd,SN2018kpo,03:40:43.06,-06:25:23.9,506.72,r,17.322,-17.19,>60.743,27.793,>32.95,SN II,0.01749,-44.82438414,0.153
ZTF18adbmiwf,SN2019bq,00:53:44.46,-03:28:01.1,487.61,r,18.7742,-17.81,>31.347,11.307,>20.04,SN II,0.04517,-66.33226846,0.152
ZTF19aaagfme,SN2022okv,23:19:48.11,+07:06:02.2,1773.96,r,17.9917,-18.96,28.221,8.577,19.644,SN Ia,0.055,54.53572324,0.072
ZTF19aadgftj,SN2019ur,12:55:02.18,-10:34:20.0,511.98,g,17.739,-19.31,>10.416,10.416,>0,SN Ia-91T,0.055,52.28933114,0.134
ZTF19aadmjtn,SN2019rx,05:21:59.62,-07:11:24.8,514.71,g,17.2523,-19.25,20.045,10.987,9.058,SN Ia,0.03688,-23.14127224,0.405
ZTF19aadpdqm,SN2019ww,01:06:35.53,+01:15:51.6,503.61,r,18.4454,-18.34,>9.843,3.783,>6.06,SN Ia,0.051,-61.37392236,0.068
ZTF19aadsyop,SN2019ahj,10:40:05.39,-10:22:57.5,512.96,r,18.3765,-18.51,39.076,9.973,29.103,SN Ia,0.053,40.79535259,0.095
ZTF19aagkfvq,SN2020jfl,10:51:33.20,-10:08:51.4,987.67,r,18.0211,-18.73,19.836,12.251,7.585,SN Ia,0.05,42.73253217,0.086
ZTF19aahygro,SN2019axg,10:36:36.18,-07:06:31.3,538.86,r,17.2356,-18.33,23.136,5.218,17.918,SN Ia,0.028,42.70576558,0.18
ZTF19aainjpz,SN2019aya,04:19:58.10,-07:15:24.6,539.67,r,16.9262,-19.07,20.659,8.238,12.421,SN Ia,0.033,-36.8362183,0.265
ZTF19aainjqn,SN2019aox,04:12:14.99,-06:42:09.2,534.67,g,16.6648,-19.27,34.078,11.13,22.948,SN Ia,0.0315,-38.24178372,0.22
ZTF19aaknemm,SN2019blt,08:06:30.33,-02:44:37.1,534.73,g,18.1545,-19.37,>17.244,>0,>17.244,SN Ia,0.07,15.31771689,0.083
ZTF19aakpmoy,SN2019awq,04:23:29.38,-15:46:00.5,539.65,g,17.0358,-19.18,>7.148,7.148,>0,SN Ia,0.03773,-39.73240018,0.121
ZTF19aakpmqg,SN2019bcs,05:01:33.52,-14:15:58.2,539.65,g,17.2252,-18.66,>20.532,2.512,>18.02,SN II,0.03,-30.67990313,0.267
ZTF19aakpmry,SN2019bco,03:51:20.67,-18:18:49.4,539.67,r,17.7633,-17.72,>13.655,13.655,>0,SN Ia,0.02742,-47.81364919,0.138
ZTF19aakrawk,SN2019bvn,10:33:30.17,-14:57:38.9,557.75,r,18.1908,-19.14,35.242,16.582,18.66,SN Ia,0.063,36.22944684,0.165
ZTF19aakrsuo,SN2019bcp,10:02:01.16,-15:16:23.4,543.75,r,18.2863,-17.50,51.858,10.896,40.962,SN II,0.03112,30.95368704,0.168
ZTF19aaksxgp,SN2019cac,13:50:43.89,-02:30:24.9,560.75,g,18.7472,-17.94,66.446,33.408,33.038,SN IIn,0.0467,57.09784783,0.131
ZTF19aaljcsu,SN2019bgn,08:18:34.00,-02:18:50.0,556.69,r,18.155,-18.72,31.41,20.454,10.956,SN Ia,0.05,18.15426967,0.228
ZTF19aallimd,SN2019bip,10:32:32.97,-19:04:31.4,568.77,r,16.9438,-18.79,>74.755,25.795,>48.96,SN II,0.03,32.84129866,0.202
ZTF19aalxlpp,SN2019btu,07:39:25.09,+31:02:14.8,560.69,g,18.5685,-19.46,25.002,10.389,14.613,SN Ia,0.086,23.17794189,0.126
ZTF19aamoidt,SN2019bxi,11:06:28.50,-22:44:26.6,560.75,g,18.5969,-18.64,>28.85,>20.87,>7.98,SN Ia,0.05875,34.0522334,0.165
ZTF19aamwhat,SN2019bzd,14:47:32.03,-19:45:57.7,608.84,r,17.1538,-15.73,102.924,56.025,46.899,SN IIP,0.008,35.32149963,0.243
ZTF19aanjjgr,SN2019cev,10:13:59.82,-19:35:23.7,587.75,r,18.7916,-19.43,29.196,18.368,10.828,SN Ia,0.095,29.69605135,0.149
ZTF19aanjjhk,SN2019cew,10:15:05.99,-18:43:09.8,573.72,g,18.2357,-19.38,34.51,9.945,24.565,SN Ia,0.07,30.52668317,0.162
ZTF19aanxufb,SN2019czw,15:01:12.97,-11:20:27.0,588.86,r,18.5786,-18.80,22.01,10.355,11.655,SN Ia,0.061,40.29610949,0.311
ZTF19aanydko,SN2019coj,16:20:04.33,-03:15:50.4,581.96,g,18.5429,-19.65,28.365,12.621,15.744,SN Ia,0.07,31.27468651,0.637
ZTF19aapcxiy,SN2019dfb,09:45:28.83,-07:36:43.6,592.73,r,18.7437,-19.30,26.527,9.603,16.924,SN Ia,0.09,33.15767395,0.081
ZTF19aaphifl,SN2019dhw,17:16:59.12,-02:49:13.0,591.94,r,18.4715,-18.85,32.545,10.871,21.674,SN Ia,0.0285,19.48909064,2.246
ZTF19aaqwqhu,SN2019cxy,10:27:31.71,-26:24:38.1,583.75,r,18.2586,-18.87,>22.199,>0,>22.199,SN Ia,0.05745,26.24627967,0.173
ZTF19aarqmjs,SN2019eic,08:06:03.00,-06:10:10.4,608.67,g,18.0804,-19.00,>10.259,9.259,>1,SN Ia,0.055,13.53248123,0.158
ZTF19aartylj,SN2019eef,12:39:29.65,-14:04:38.7,607.8,g,17.8509,-19.74,20.693,6.497,14.196,SN Ia,0.07,48.69243071,0.141
ZTF19aarxrem,SN2019ekv,16:20:21.57,-14:04:05.1,606.83,r,18.3927,-18.94,30.6,12.893,17.707,SN IIn,0.048,24.70338226,0.885
ZTF19aatevrp,SN2019dke,12:53:38.20,-26:17:31.3,607.75,r,16.5436,-16.95,>41.96,>0,>41.96,SN II,0.01063,36.57705284,0.227
ZTF19aatnfci,SN2019fbw,16:14:49.34,-11:55:40.5,617.84,r,18.7581,-19.29,19.799,8.875,10.924,SN Ia,0.066,27.10151938,0.907
ZTF19aatudsq,SN2019elg,19:45:50.56,-06:18:46.0,607.88,r,18.3608,-18.19,18.242,12.676,5.566,SN Ia,0.0339,-14.96086387,0.862
ZTF19aatvvvu,SN2019fkf,21:21:54.86,+30:09:03.1,628.98,r,18.374,-18.18,30.933,19.99,10.943,SN Ia,0.04,-13.92929658,0.437
ZTF19aauuzlr,SN2019fer,11:39:01.64,-18:04:31.9,642.71,r,18.4401,-18.87,>28.036,24.036,>4,SN Ia,0.064,41.5066996,0.097
ZTF19aavhxby,SN2019fzm,14:56:32.88,-02:06:23.1,642.8,g,16.1908,-19.02,23.346,9.928,13.418,SN Ia,0.02313,48.01889868,0.179
ZTF19aavxikq,SN2019geo,12:20:42.49,-07:17:15.2,643.69,g,17.6509,-19.54,32.564,6.581,25.983,SN Ia,0.06,54.78886179,0.09
ZTF19aawfkeg,SN2019ght,20:19:39.48,-10:12:38.6,650.98,g,18.5392,-18.37,30.063,18.574,11.489,SN II,0.047,-24.18755492,0.298
ZTF19aawgolt,SN2019giw,12:15:22.82,-11:07:04.4,642.67,g,18.3169,-19.23,30.493,10.483,20.01,SN Ia,0.0687,50.76620779,0.135
ZTF19aawgopm,SN2019gbx,12:50:02.81,-14:46:00.1,649.67,g,14.763,-19.15,21.94,9.998,11.942,SN Ia,0.013,48.10360944,0.144
ZTF19aawlnlq,SN2019euw,19:14:03.20,-23:12:37.6,635.9,r,18.2092,-18.29,>16.653,>0,>16.653,SN Ia,0.04,-15.08728092,0.372
ZTF19aaxdzqt,SN2019fxo,11:03:52.60,-03:20:13.1,638.71,r,17.4942,-17.70,>23.454,13.464,>9.99,SN Ib/c,0.024,49.98432037,0.137
ZTF19aaxhysx,SN2019gwn,20:57:43.78,-07:43:00.3,650.85,r,18.5421,-19.44,23.81,11.241,12.569,SN Ia,0.083,-31.53300201,0.218
ZTF19aaxkhxw,SN2019hur,15:25:45.00,-03:39:29.8,653.73,r,18.9394,-17.43,>24.474,9.524,>14.95,SN II,0.037,41.70112752,0.42
ZTF19aazdirb,SN2019ifp,23:27:11.74,-10:04:13.2,655.94,r,18.6229,-19.42,>29.588,>9,20.588,SN Ia,0.09,-63.82800849,0.079
ZTF19aazdsgo,SN2019gyx,23:56:30.59,-03:06:08.3,652.96,r,18.44,-16.35,>22.001,>0,>22.001,SN Ib,0.02,-62.61791762,0.132
ZTF19aazlsfj,SN2019hql,21:38:27.95,+00:32:47.9,658.96,g,18.3808,-19.25,20.155,8.479,11.676,SN Ia,0.07,-36.03851949,0.176
ZTF19aazpvyr,SN2019htb,13:34:05.47,-18:34:55.2,662.69,g,18.3139,-19.42,25.413,15.711,9.702,SN Ia,0.07,43.13498672,0.255
ZTF19aazyvub,SN2019hnl,23:43:10.25,-02:56:58.6,660.96,g,17.9823,-17.10,45.275,10.333,34.942,SN II,0.02287,-60.82468054,0.094
ZTF19ababigc,SN2019iaw,21:53:38.13,-07:19:27.7,661.92,r,18.4574,-18.54,29.312,8.522,20.79,SN Ia,0.055,-43.49324401,0.121
ZTF19abahsdc,SN2019ibe,13:21:07.80,-10:54:58.1,655.67,r,18.2009,-18.47,>9.624,2.604,>7.02,SN Ia,0.047,51.27972978,0.143
ZTF19abanayw,SN2019igd,14:10:44.12,-06:13:02.8,662.69,g,18.3671,-17.73,>32.698,2.688,>30.01,SN II,0.0363,51.53014119,0.096
ZTF19abattvp,SN2019iax,21:58:11.49,-11:26:59.1,665.94,r,18.5938,-18.94,34.317,13.735,20.582,SN Ia,0.07,-46.48663504,0.132
ZTF19abcegvm,SN2019jyn,22:30:20.32,-14:52:04.2,720.88,r,18.1619,-19.46,91.336,52.702,38.634,SN Ic,0.073,-55.01009756,0.127
ZTF19abcejfo,SN2019jys,00:15:25.64,-14:15:13.8,667.98,r,18.1125,-19.74,>120.71,>5.04,115.67,SN IIn,0.083,-74.6300562,0.067
ZTF19abcekty,SN2019jyw,01:06:30.21,-02:11:56.3,662.94,g,15.8685,-17.74,>21.025,>0,>21.025,SN II,0.01163,-64.81081646,0.095
ZTF19abddqhy,SN2019kcv,14:25:44.57,-03:13:58.9,677.67,g,18.5656,-19.21,>15.879,9.869,>6.01,SN Ia,0.07301,52.06279013,0.213
ZTF19abdjsss,SN2019kgw,21:59:48.98,-27:09:04.4,670.94,g,18.5113,-19.59,>21.286,>3,18.286,SN Ia,0.0915,-52.01251126,0.07
ZTF19abdkdoz,SN2019hkc,01:25:04.74,-02:30:11.2,667.98,r,18.4591,-17.86,>17.345,>0.04,>17.305,SN Ia,0.04,-64.09131453,0.149
ZTF19abegizf,SN2019kes,21:52:08.16,-23:21:50.6,686.85,r,18.6027,-17.50,16.551,9.709,6.842,SN II,0.037,-49.49083255,0.1
ZTF19abegxob,SN2019hvv,01:14:24.38,-07:28:31.5,670.98,r,15.6754,-18.96,>11.979,>0.02,>11.959,SN Ia,0.018,-69.60621313,0.227
ZTF19abegzry,SN2019lnt,22:36:55.94,-22:13:15.3,1138.78,r,17.2952,-18.68,478.058,437.58,40.478,SN II,0.035,-59.14515285,0.085
ZTF19abexfad,SN2019lfw,19:38:30.19,-06:28:05.8,688.86,r,18.3937,-18.67,26.706,13.179,13.527,SN Ia,0.046,-13.39702813,0.679
ZTF19abfvemi,SN2019ieu,22:58:32.19,-27:39:36.7,675.94,g,18.6881,-19.13,>22.481,>0,>22.481,SN Ia,0.08,-64.98897866,0.086
ZTF19abhbjge,SN2019lpu,16:03:49.24,-06:35:44.1,693.71,r,18.3413,-18.23,>13.615,8.645,>4.97,SN Ia,0.03828,32.55469796,0.571
ZTF19abhdlxp,SN2019lmq,01:58:57.84,-02:58:35.5,696.97,r,18.2862,-18.46,24.474,13.869,10.605,SN Ia,0.05,-60.94625954,0.073
ZTF19abhpvfq,SN2019lqv,21:29:30.17,-23:06:55.3,695.84,r,17.1989,-18.72,28.727,9.833,18.894,SN Ia,0.03356,-44.41446106,0.131
ZTF19abiahko,SN2019lsj,19:36:59.13,-11:57:13.6,698.9,r,18.7106,-16.80,42.624,17.975,24.649,SN IIP,0.023,-15.44691693,0.631
ZTF19abidfxd,SN2019lsg,22:50:49.81,-11:00:41.7,694.93,g,17.7206,-19.30,24.44,8.615,15.825,SN Ia,0.054,-57.40467647,0.142
ZTF19abipmfl,SN2019mav,22:48:17.11,-02:49:07.2,702.88,r,18.7978,-18.98,23.569,10.53,13.039,SN Ia,0.077,-51.8183913,0.175
ZTF19abirfmc,SN2019ifr,21:59:18.54,-06:59:37.7,668.94,g,18.4461,-18.68,>22,>0,>22,SN IIn,0.05809,-44.52612382,0.096
ZTF19abjamgc,SN2019mbe,00:18:39.98,-15:48:07.0,704.92,g,18.4141,-19.08,29.732,9.755,19.977,SN Ia,0.07,-76.35703382,0.059
ZTF19abjgbmo,SN2019lvp,02:53:29.22,-11:32:31.4,698.96,g,17.6712,-19.10,>21.989,>5.97,16.019,SN Ia,0.05,-57.40235925,0.077
ZTF19abkfqqp,SN2019knu,03:17:52.69,-07:18:11.6,705.98,r,16.3982,-19.29,>24.699,>11.02,13.679,SN II,0.03,-50.04719473,0.149
ZTF19abkftvd,SN2021zqo,02:59:06.07,-18:40:17.0,1496.86,g,17.8801,-19.55,32.659,16.657,16.002,SN Ia,0.067,-59.50405012,0.088
ZTF19ablfaey,SN2019mon,23:33:35.35,-15:38:49.9,708.0,r,18.377,-19.23,27.015,8.125,18.89,SN Ia,0.074,-68.5947198,0.076
ZTF19ablovot,SN2019mga,01:06:07.77,-06:08:44.9,712.9,r,17.4016,-19.07,20.527,11.644,8.883,SN Ia,0.04,-68.72862856,0.331
ZTF19abmzmom,SN2019mvi,20:16:14.98,-18:29:37.1,711.81,r,18.551,-18.64,40.781,9.939,30.842,SN Ia,0.057,-26.73716839,0.262
ZTF19abmzord,SN2019mwk,22:23:04.67,-03:00:55.3,713.86,r,18.5952,-18.64,24.114,10.258,13.856,SN Ia,0.06,-47.13319918,0.182
ZTF19abpxiff,SN2019nxs,02:22:34.61,-19:11:34.2,715.94,r,18.784,-18.19,22.637,6.084,16.553,SN II,0.055,-67.64355937,0.099
ZTF19abqgxpt,SN2019msc,05:26:59.76,-03:54:06.7,714.01,r,18.0356,-18.65,>12.872,>0,>12.872,SN Ia,0.03508,-20.53810752,0.933
ZTF19abqjypm,SN2019onp,21:00:02.85,-14:21:52.9,723.76,g,18.3959,-19.51,26.346,8.919,17.427,SN Ia,0.082,-34.88601396,0.109
ZTF19abqkpoi,SN2019ode,22:42:10.76,-07:19:55.3,723.92,g,18.5748,-19.22,21.187,11.402,9.785,SN Ia,0.0788,-53.53233982,0.087
ZTF19abqlrtb,SN2019nwf,04:05:04.97,-06:36:17.3,726.0,r,18.1296,-19.03,24.151,12.133,12.018,SN Ia,0.057,-39.73834662,0.232
ZTF19abqqcyo,SN2019oke,21:06:15.54,-07:25:11.4,725.82,g,18.3948,-19.29,25.467,10.989,14.478,SN Ia,0.06934,-33.27250063,0.238
ZTF19abqqrgy,SN2019nxu,00:03:12.41,-10:50:06.8,724.88,r,18.0806,-17.55,20.003,8.982,11.021,SN Ib,0.0296,-70.14483618,0.11
ZTF19abqxibq,SN2019omd,00:36:57.79,-03:49:39.1,743.87,r,18.0779,-19.76,58.357,23.944,34.413,SN Ib,0.082,-66.44411039,0.084
ZTF19abqykei,SN2019obh,04:36:22.24,-10:22:20.0,746.0,r,18.3094,-17.79,40.824,30.617,10.207,SN IIb,0.0355,-34.658394,0.207
ZTF19abrhyqs,SN2019ofd,23:17:48.78,-27:13:39.6,722.9,g,18.5833,-16.17,>36.17,9.28,>26.89,SN Ia,0.02,-69.20835365,0.064
ZTF19abrirmk,SN2019oli,00:58:06.00,-15:33:30.9,732.96,r,18.0069,-19.31,24.641,11.693,12.948,SN Ib,0.065,-78.32731985,0.07
ZTF19abttrte,SN2019otv,04:43:13.58,-15:33:39.9,723.0,r,18.0331,-18.19,>8.447,>0.03,>8.417,SN Ia,0.037,-35.26301322,0.237
ZTF19abtuflm,SN2019pad,15:03:44.22,-03:17:47.0,726.67,g,17.9709,-17.28,>4.017,4.017,>0,SN II,0.021,45.9159523,0.384
ZTF19abucvgu,SN2019pbp,05:10:41.71,-18:36:26.1,737.0,g,17.6647,-19.19,26.02,8.853,17.167,SN Ia,0.05,-30.29378656,0.139
ZTF19abucvhz,SN2019nzo,05:29:13.04,-14:17:28.0,724.0,r,18.3779,-19.15,>10.19,>0.02,>10.17,SN Ia,0.064,-24.54273265,0.363
ZTF19abujuex,SN2019piv,01:42:49.53,-27:51:42.4,735.92,g,17.6382,-19.51,22.332,6.516,15.816,SN Ia,0.06,-78.58577716,0.055
ZTF19abukakm,SN2019oxi,03:26:48.18,-14:28:59.6,747.96,r,18.5306,-18.59,61.541,28.104,33.437,SN II,0.05665,-51.74017367,0.2
ZTF19abvbrve,SN2019puv,19:12:36.67,-19:25:01.6,795.57,r,18.2461,-16.76,>61.574,61.574,>0,SN IIP,0.02,-13.23950401,0.399
ZTF19abvdbyx,SN2019pfd,21:08:40.45,-02:50:16.6,744.86,r,18.4229,-17.73,50.895,17.897,32.998,SN II,0.03707,-31.57454966,0.146
ZTF19abxigfc,SN2019pmw,23:26:05.38,-19:19:03.8,743.84,r,18.8216,-19.22,>26.75,9.79,>16.96,SN Ia,0.09,-68.93196305,0.073
ZTF19abxihut,SN2019pmy,23:01:25.06,-02:48:05.9,743.88,g,18.4286,-19.64,27.158,10.251,16.907,SN Ia,0.086,-54.16789435,0.161
ZTF19abxnycf,SN2019pnk,03:15:25.89,-19:21:34.6,750.96,r,17.8298,-19.60,47.055,16.13,30.925,SN II,0.06807,-56.14746109,0.076
ZTF19abyigib,SN2019qff,00:15:50.00,-23:57:27.5,749.79,r,18.3131,-18.93,25.176,11.264,13.912,SN Ia,0.063,-81.36858711,0.061
ZTF19abyreuq,SN2019piz,20:13:59.71,-23:35:37.0,746.63,g,16.8664,-19.12,23.195,9.593,13.602,SN Ia,0.03,-28.03355932,0.353
ZTF19abzgdfu,SN2019qft,20:20:54.30,-10:25:37.3,745.61,r,18.7394,-17.24,39.265,7.261,32.004,SN IIP,0.033,-24.55717155,0.255
ZTF19abzkyjy,SN2019qhm,01:36:06.60,-07:45:24.9,750.86,g,18.8334,-19.76,24.247,8.735,15.512,SN Ia,0.113,-67.92456113,0.089
ZTF19abzrhgq,AT2019qiz,04:46:37.88,-10:13:34.8,763.96,g,15.7882,-18.64,29.951,7.76,22.191,TDE,0.0151,-32.32289636,0.302
ZTF19abzsitm,SN2019qky,00:19:53.08,-23:23:51.6,760.84,g,17.4698,-19.09,25.828,11.64,14.188,SN Ia,0.046,-81.95234677,0.047
ZTF19abzvyew,SN2019qlu,23:05:30.86,-11:32:42.7,757.77,r,18.5446,-19.52,28.075,10.859,17.216,SN Ia,0.09,-60.66329908,0.105
ZTF19acasiwm,SN2019rny,23:22:05.55,-06:03:37.3,760.77,r,18.999,-18.64,24.632,11.416,13.216,SN Ia,0.07327,-60.08320858,0.132
ZTF19acblhxc,SN2019rho,02:12:49.18,-06:42:05.9,765.92,r,17.2281,-17.15,26.222,10.273,15.949,SN II,0.01696,-61.88168094,0.067
ZTF19acblnop,SN2019rev,01:20:47.99,-03:39:28.6,768.69,r,18.4477,-18.79,21.398,14.956,6.442,SN Ia,0.06217,-65.50357091,0.095
ZTF19acbrzzr,SN2019rom,23:57:04.95,-07:21:37.0,797.61,r,18.4789,-17.18,104.77,40.904,63.866,SN II,0.03,-66.39977009,0.112
ZTF19acbunmk,SN2019rpe,03:04:19.88,-02:18:22.3,769.98,g,16.504,-19.15,20.532,7.281,13.251,SN Ia,0.028,-49.66358538,0.197
ZTF19acbvrfx,SN2019oyi,05:24:02.76,-26:22:11.0,761.0,r,18.8345,-17.08,>32.95,>11,>21.95,SN II,0.03427,-29.95183134,0.066
ZTF19acbvrhb,SN2019rpc,05:22:44.27,-22:52:46.6,761.0,r,18.7862,-18.92,>35.98,>11,>24.98,SN Ia,0.077,-29.12850421,0.086
ZTF19acbykmk,SN2019rqo,00:14:56.46,-23:28:53.8,769.84,r,17.855,-19.32,36.006,9.148,26.858,SN Ia,0.061,-80.984744,0.063
ZTF19acccyxx,SN2019rfi,06:10:00.93,-22:40:05.1,762.0,r,18.5824,-17.62,>33.98,>3,>30.98,SN II,0.038,-18.86598656,0.143
ZTF19accczor,SN2019rsc,06:03:04.70,-27:46:03.9,759.02,r,18.4999,-18.50,>13.094,>0.02,>13.074,SN Ia,0.056,-22.17126747,0.085
ZTF19accdehb,SN2019rsg,08:19:50.90,-14:42:54.6,759.02,r,18.124,-16.70,>9.519,>0.02,>9.499,SN Ia,0.01999,12.00879567,0.178
ZTF19acchjle,SN2019rsx,03:47:10.86,-10:59:40.7,775.88,g,17.8128,-19.84,24.751,12.096,12.655,SN Ia,0.072,-45.73317448,0.136
ZTF19accloxh,SN2019shw,09:33:35.14,-02:52:17.4,766.0,g,17.9915,-18.75,>10.93,>0,>10.93,SN Ia,0.04821,33.70162093,0.118
ZTF19acctpgd,SN2019sls,20:40:19.78,-11:09:05.6,773.69,g,18.6483,-19.53,20.938,8.96,11.978,SN Ia,0.09,-29.18493983,0.162
ZTF19acdihrz,SN2019sck,04:00:45.49,-07:02:18.4,775.86,r,18.2449,-19.24,26.601,13.261,13.34,SN Ia,0.066,-40.88471869,0.234
ZTF19acdisjm,SN2019shu,05:36:13.13,-03:20:32.7,770.9,r,18.5789,-19.05,17.758,7.176,10.582,SN Ia,0.05712,-18.23890809,0.784
ZTF19acechlg,SN2019taw,08:47:18.69,-14:56:27.4,779.0,r,18.127,-18.94,>22.814,>13,9.814,SN Ia,0.056,17.39205276,0.167
ZTF19acecluy,SN2019spk,10:02:54.39,-06:12:25.9,777.02,r,17.7665,-15.48,>31.068,>0,>31.068,SN II,0.01,37.36099472,0.1
